8/3/2016 7:18:18 AM
4 1 1993 volts
Name	Area	Similarity	Match	R.T. (s)	Height	FWHH (s)	Tailing Factor	Peak S/N	Quant S/N	Base Mass	Quant Masses	CAS	Group	Type	Sample	Spectrum
Tetracontane	20826261	700		757.82	1168392	0.903	1.05	1162	390	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	44.54176:4534.28 44.65921:1247.02 44.89874:535.87 45.41181:1296.71 45.45454:713.72 49.92212:411.12 50.28579:945.26 51.34255:559.71 53.10903:4424.87 53.19167:646.13 53.30548:434.20 53.50205:1890.09 53.59040:779.46 53.70511:843.41 53.76195:480.76 54.06711:35232.90 54.28930:462.59 54.39258:2469.56 54.48979:1486.15 54.62376:864.27 55.07011:446224.51 55.54510:2492.88 55.66546:944.98 55.69029:1215.56 56.07808:219372.92 56.41256:1253.63 56.50664:1037.82 56.57794:1177.14 57.08398:1987273.16 57.75787:2165.14 57.89897:1989.11 57.97084:2043.08 58.08841:86440.62 58.39372:2268.05 58.69170:5984.48 59.19956:423.00 59.35431:748.24 59.39416:1085.87 59.56017:357.36 59.66796:1511.51 59.77526:1119.02 59.91153:935.91 60.23623:453.64 60.32068:1753.32 60.56929:1792.50 60.68300:1559.17 60.81876:427.67 60.90222:884.10 61.18460:1887.47 61.29423:727.96 61.49037:1443.76 61.73422:621.43 61.80864:603.83 62.58320:284.64 66.14783:1300.12 66.27651:610.96 66.36575:307.88 66.79857:298.49 67.07281:36273.49 67.55227:682.98 67.66326:807.83 67.73787:1452.78 68.06906:54321.99 68.47923:487.71 68.54508:1542.14 68.71190:494.46 68.79359:2119.53 69.08081:293399.86 69.54397:2734.29 69.72961:1235.13 69.91376:2715.76 70.08890:179127.68 71.09529:1205632.17 71.81281:7275.06 72.10174:61534.39 72.77306:2110.94 72.88772:1116.47 80.63452:399.35 80.83080:331.75 81.07988:25372.90 81.78756:316.12 82.08669:54632.21 82.60807:382.31 82.82374:2099.56 83.09302:225947.21 83.58993:1144.88 83.73191:543.60 83.90392:639.05 84.09909:106312.87 84.44725:489.76 84.58823:3413.10 84.79244:1607.13 84.89282:416.30 85.10899:758032.71 85.94585:4966.99 86.11218:53544.69 86.85312:1492.19 87.13573:3232.51 87.31070:969.88 87.39888:1055.75 95.09447:10857.57 96.09899:24870.06 96.72341:314.09 97.10929:166182.32 97.89283:1491.00 98.11470:66511.00 98.50938:1506.44 98.67199:2045.10 98.82654:1339.17 99.12283:247164.34 99.48845:2472.62 99.63036:373.72 99.69268:351.68 99.78988:1379.39 100.12506:21271.97 100.83350:502.82 101.17622:887.34 101.29840:2148.68 101.45357:1836.36 101.60275:284.01 101.70267:929.88 101.74544:888.18 109.11400:2544.58 110.11611:11337.67 111.12320:71104.78 111.52424:411.17 112.13261:42756.25 112.87986:405.17 113.13816:155349.98 113.55924:858.04 113.77706:319.65 113.96237:2500.69 114.14069:14884.75 114.55981:728.87 114.72775:628.35 114.84501:310.96 115.43088:813.81 115.51501:323.22 123.10682:1962.29 124.13591:8223.51 125.13793:33648.95 126.14921:34121.81 127.15391:107149.29 127.88340:1275.63 128.15148:12059.13 129.36986:1198.80 138.14999:4185.47 139.15586:16802.76 140.15730:27367.94 141.17119:72926.47 141.52820:343.90 142.17200:9300.57 143.57822:279.35 152.14807:2292.91 153.17489:9456.10 154.18278:19537.37 155.18705:59695.35 156.18378:6222.26 166.19390:1482.71 167.18716:4741.13 168.19010:17458.60 169.20061:43799.82 170.20811:6119.18 180.11959:2326.15 181.20138:3626.66 182.20608:13540.30 183.21289:32094.13 184.21669:4917.91 196.22964:7889.79 197.23505:25267.21 198.23827:4481.86 210.24634:6902.37 211.24263:21199.79 224.25332:6584.89 225.24774:16809.54 226.24131:2415.44 238.24800:5293.84 239.26696:15666.02 240.30667:1410.05 252.30983:3517.18 253.28374:12611.06 254.25892:2268.75 254.42601:555.57 266.28893:1740.04 267.28765:9598.23 280.32577:2563.63 281.37232:3023.31 294.29071:2206.38 295.30691:7917.93 296.34000:703.63 308.31670:2076.38 309.32204:6129.41 310.32924:476.43 322.31294:499.45 322.50956:83.67 323.34665:5321.10 336.33787:223.31 337.36245:4067.69 338.40269:145.20 350.37216:802.44 351.38593:6106.12 352.38931:921.28 364.32902:109.95 365.37889:4051.98 366.45144:479.85 379.38965:2388.41 422.45207:5363.18 423.37935:536.61 483.83714:131.87 560.74579:193.09 642.16403:94.50 644.22330:130.57
Peak 84	1068757	148		774.677	42111	1.210	0.40	40	23	73.05	XIC(73.05±500ppm)			Unknown	Day 4 L-4 v-2:3	54.05970:4822.23 73.05472:70493.60 147.07694:32591.80 148.07681:5308.72 221.10364:20165.77 222.09040:5412.61 223.05755:1625.51 295.00630:1190.39 295.15872:2588.40 355.17385:5267.05 356.03214:810.24 427.21126:153.08 513.33006:88.30 514.77599:328.39 535.84291:384.30 551.80856:137.07 556.91695:343.75 558.24460:210.82 565.61205:131.01 593.48811:524.22 604.35514:109.20 606.19911:85.43 606.66055:76.61 611.43896:110.56 624.94950:134.77 650.22485:187.87
Tetracontane	19633948	729		796.414	925105	1.090	1.04	1148	369	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	44.51161:2843.57 44.65248:3744.51 44.84595:2149.23 45.26334:2450.10 45.36966:975.49 45.49431:1850.31 45.60172:1508.34 48.46747:1116.69 48.93534:394.50 49.32887:385.49 49.72398:326.14 49.82282:715.79 50.26416:694.64 50.57133:1865.18 50.80755:509.08 50.88674:1318.01 51.26892:1703.54 51.34255:414.44 51.38726:438.75 51.63030:2226.06 51.73350:648.76 51.76693:1007.69 51.91476:782.84 52.18382:1800.45 52.29663:1912.67 52.52203:2200.54 53.08651:8713.14 53.41517:2506.53 53.52055:805.15 53.61670:1638.64 53.76195:529.67 53.85348:517.03 54.06536:44071.41 54.37015:3371.13 54.46043:862.26 54.64654:920.72 54.95790:936.82 55.06978:373467.72 55.73706:5280.04 55.90180:4826.42 56.07449:231558.88 56.45625:3284.56 56.63560:748.55 57.08432:1606042.69 57.78057:2679.96 57.89816:2373.50 58.08740:74793.30 58.90132:2289.01 59.11376:3953.16 59.36491:1126.43 59.46825:1205.20 59.57262:904.61 59.72376:2900.71 59.78946:694.78 60.17525:1875.20 60.46668:521.29 60.56323:1013.85 60.63501:1155.06 60.78244:581.92 61.19557:594.28 61.34340:467.99 61.48151:1546.41 61.56354:500.00 61.63649:941.13 61.77136:500.64 61.90454:2148.33 62.54489:724.47 62.66977:409.98 63.42520:265.28 64.34790:253.83 65.16346:1088.73 66.17467:1261.36 66.24124:1452.82 66.58146:807.90 67.06460:51807.52 67.39214:1612.81 67.55251:1288.35 67.70715:579.83 67.84822:327.13 68.06904:50716.50 68.69858:1376.51 68.88351:2164.76 69.08049:250977.72 69.59429:657.70 69.67202:737.25 70.08820:153317.73 71.09555:978783.20 71.95810:3606.98 72.09539:59738.28 72.86503:3122.44 73.27285:640.88 74.39900:380.18 74.54694:562.09 74.60230:1132.87 75.33052:731.11 80.76026:717.64 81.07897:24978.50 81.30917:827.81 81.35094:497.80 81.59012:359.50 81.66005:534.08 81.69976:859.31 82.08564:47086.03 82.39196:1626.47 82.53454:1155.48 82.83972:1857.01 83.09278:195028.80 83.53601:1433.56 83.70253:1290.50 84.10072:87769.99 85.10941:612143.55 85.91092:3246.09 86.11191:42604.41 86.81531:3613.77 87.10547:2884.18 87.37004:622.68 87.44210:522.14 88.30516:568.79 91.69512:293.98 92.36935:556.30 93.22565:317.09 94.22276:346.42 94.70812:292.24 94.81498:602.65 95.08999:12523.90 95.33788:1168.95 95.67630:1268.05 95.73509:1097.96 96.08845:30488.45 96.40497:1440.11 96.78481:275.34 96.86251:633.31 97.10730:149793.15 97.41574:554.20 97.49233:701.89 97.62969:883.75 97.76191:2046.81 98.11349:57460.91 98.44375:1194.47 98.55819:1709.34 99.12346:197859.50 99.91606:1052.05 100.12774:17800.16 100.59883:1045.27 100.78523:1866.06 101.08310:1899.47 101.16282:1583.40 101.37265:1783.58 101.64066:1704.51 101.75001:1283.29 102.24772:644.31 102.50098:1493.77 102.69136:1014.71 102.80181:326.95 103.27706:375.67 103.34051:321.16 108.32207:1090.08 108.80856:1156.61 109.10794:4753.33 109.26025:887.22 109.45721:295.89 109.55520:272.23 109.70212:555.59 109.81672:252.15 109.88215:326.48 110.11491:13278.51 110.80022:274.92 111.12202:65944.58 111.45833:418.32 111.59018:313.93 112.12486:37392.59 112.56435:738.54 112.83049:673.41 113.13837:126721.95 113.57527:875.39 113.69450:1362.51 113.82852:1543.13 113.91028:353.63 114.14203:12473.15 114.49381:848.83 114.60616:1279.50 114.79362:657.01 115.39699:662.04 115.56141:1920.36 115.76362:1182.30 116.48999:422.70 118.24849:402.60 120.00104:2504.98 122.74027:994.99 123.11144:4575.61 123.96795:1012.84 124.12581:8473.53 124.71619:283.30 125.13636:33518.69 126.14264:28627.37 126.57068:346.83 127.15382:87837.16 127.47475:2002.21 127.68043:706.80 127.89205:1195.98 128.16057:11098.71 128.52768:1664.70 129.78676:402.41 138.15517:4113.02 138.27886:412.87 138.64620:287.48 139.15728:12761.58 140.16123:22614.30 141.17066:64307.84 141.73194:849.99 141.80773:458.56 142.16718:6936.48 142.51240:659.27 142.81266:583.17 143.44759:845.78 143.57822:276.06 143.84019:277.63 144.38465:561.87 152.17396:2790.45 153.17107:9181.22 154.17312:19855.89 155.18426:47148.36 156.18832:5426.47 156.44435:1589.53 158.63510:863.86 166.25578:572.81 167.17821:5859.22 167.40529:766.41 168.19546:14105.60 169.20153:36526.91 170.21631:6727.78 172.26703:318.90 172.43098:252.94 181.21151:4288.62 182.19781:10804.25 183.21647:29033.20 183.86931:716.38 184.22034:4641.82 184.77978:315.96 186.84433:749.52 195.25490:1538.08 196.23524:10664.99 197.22529:23045.20 198.21979:4304.16 210.23787:7716.44 211.24078:20399.79 212.25456:3462.53 224.24110:6559.65 225.24456:14602.78 226.24992:3567.20 229.54053:474.08 238.24773:5567.62 239.26168:14455.61 240.23911:2147.65 250.40774:438.45 252.29089:4551.75 253.28353:13750.20 254.37621:494.69 266.29021:2116.02 267.30737:10016.97 280.32613:3487.19 281.40339:1129.70 281.53389:1676.94 294.28090:2870.68 295.31175:7789.26 296.30380:1078.03 308.34053:2726.14 309.34188:5706.08 310.37369:554.44 312.43927:262.28 322.34838:2449.48 323.34682:5805.34 324.37636:1279.30 336.29827:1326.11 337.35195:5124.79 338.42761:1395.56 350.37041:904.85 351.36522:4377.70 352.43995:798.77 364.36087:550.74 365.37946:4475.58 378.41008:245.05 379.36619:3899.26 380.41735:223.98 392.41749:437.25 393.36872:4025.29 407.31039:398.99 421.51551:623.16 450.45380:2940.18 451.46062:486.31 509.37544:115.80 513.04708:127.34 543.76853:93.98 548.55976:272.29 567.43674:214.00 572.54039:100.89 575.75808:120.04 583.27596:147.57 585.46286:356.28 601.21152:113.92 626.98099:190.75 641.53692:259.40
Peak 86	630147	58		800.712	20896	1.347	0.53	20	26	147.07	XIC(147.07±500ppm)			Unknown	Day 4 L-4 v-2:3	147.07304:15172.51 148.08373:2319.03 221.10581:10422.03 222.08168:1363.03 295.18736:331.36 457.88598:90.23 491.90744:106.16 510.78605:94.21 512.51050:153.13 592.22742:254.34
Tetracontane	18531573	727		843.834	660999	1.380	1.02	869	272	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	44.49324:1712.88 44.56501:731.33 50.27536:399.69 50.40814:463.06 53.45354:486.25 53.50005:959.27 53.71622:377.41 53.81953:1045.29 54.06405:29200.81 54.27571:2942.12 54.34682:583.29 54.45031:325.59 55.07062:268194.72 55.39817:586.63 55.48159:3633.96 55.66636:943.51 56.07698:175444.86 56.42734:3060.09 56.54031:1997.37 57.08456:1142742.34 57.67496:4635.65 57.98171:960.55 58.08609:56440.80 58.39828:1939.98 58.58800:756.07 58.70859:595.69 59.19956:393.28 59.27160:343.68 59.34367:321.16 59.39175:324.49 59.47629:711.05 59.54789:674.03 59.62076:626.47 59.86094:1155.04 60.24792:661.29 60.39371:486.63 60.44822:1216.35 60.68452:560.53 60.74606:1922.42 60.94048:412.85 61.39483:1417.91 61.73575:609.52 62.18892:303.67 66.64565:353.56 67.06811:36570.49 68.07273:36227.47 68.56976:314.42 69.08119:183784.56 69.52435:1805.02 69.70314:1893.70 70.08796:112071.22 70.48208:564.95 70.58604:1362.07 71.09579:709172.72 71.70112:3190.79 71.85059:1514.21 71.93084:1822.64 72.09622:38573.59 72.80725:571.66 73.35300:580.87 81.07769:16454.36 82.08696:39232.39 82.64988:636.13 82.90685:680.78 83.09393:153420.57 83.56081:1142.35 83.61858:582.04 83.71799:327.03 83.87645:633.33 84.10001:62112.07 84.40336:965.83 84.59863:1395.97 84.87855:1699.90 85.11002:437302.00 85.45516:968.98 85.54023:732.28 85.94625:1509.07 86.11283:30651.28 86.65516:851.85 86.75739:1395.35 87.19330:1794.12 87.36908:598.75 93.04493:1004.99 93.70844:247.59 95.09067:10498.31 96.10352:19735.49 97.10914:117060.57 97.38497:528.25 97.66076:741.09 97.91011:640.74 98.11401:42164.43 98.43847:832.96 99.12359:144061.79 99.60879:767.64 99.81090:1856.53 100.12583:11892.18 100.44202:268.79 100.75725:864.87 101.14501:928.65 101.25697:298.88 101.74487:539.48 109.13145:3403.31 110.11497:11131.58 111.12341:54270.82 111.49128:388.50 112.12755:30833.69 113.13839:89373.41 113.57737:336.14 113.74568:1028.00 114.14121:8693.20 115.63235:595.44 122.66787:279.83 123.15237:492.02 124.12971:5706.19 125.13652:26007.25 126.14615:20902.15 127.15436:64724.11 128.15716:6690.01 129.18288:748.98 138.15326:3738.03 139.15773:13174.14 140.15846:16866.48 141.17111:47935.53 142.16651:7126.75 142.79374:265.65 142.86836:274.29 142.98033:677.00 144.62753:243.72 152.15502:3028.95 152.31088:391.84 153.17926:7890.14 154.17433:14521.82 155.18676:34656.35 156.20628:3348.13 161.75851:634.49 167.17493:5007.42 168.18282:11091.49 169.19824:26818.20 170.20885:4068.53 181.20818:3787.57 182.20273:9135.26 183.21400:20245.70 184.21580:2950.19 196.21278:6543.73 197.23488:17254.66 197.55593:344.45 198.21020:3244.18 203.41403:674.07 210.23636:6340.49 211.24489:15821.03 212.25792:601.87 224.23943:5776.65 225.25725:11143.11 226.26205:1687.59 238.25495:3610.25 239.26697:10876.07 239.65540:270.08 240.29113:1450.15 252.27574:3005.37 253.29431:10293.16 267.29818:6306.41 280.29685:2922.93 281.32194:5871.76 294.40720:564.82 295.37351:2015.47 295.56302:249.57 308.32023:1695.91 309.34267:4255.33 310.40037:245.52 322.36863:755.82 323.34574:3830.64 336.30897:500.90 337.33988:3873.47 350.51503:223.47 351.38540:3277.16 364.39466:1342.40 365.37697:3318.46 366.29863:231.68 378.43899:466.11 379.36595:2049.17 393.35024:928.39 407.49948:350.78 421.43585:1725.74 422.38405:210.54 435.51307:182.46 436.42593:104.16 436.60617:708.72 478.43717:785.83 478.61655:1172.84 509.72791:155.09 512.83489:165.13 545.55960:171.56 576.88265:99.88 577.48287:120.25 583.65313:94.24 584.86091:104.36 593.01108:333.00 604.47392:181.18 613.60310:113.67 616.23613:105.74 620.35179:119.21
Tetracontane	17772573	698		905.178	465927	1.773	0.99	657	239	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	53.16892:728.44 53.41942:353.20 53.65950:695.00 54.06017:20322.99 55.07064:190301.08 55.54877:960.15 56.07753:133429.53 57.08459:798861.12 57.37991:2834.95 57.54264:1161.78 57.63007:1453.66 57.66565:1958.08 58.08674:38816.80 58.26712:387.77 58.44751:938.48 58.57711:336.44 59.68061:302.66 60.24861:1074.11 61.50193:283.72 67.06665:19157.06 67.19189:1357.28 67.74545:271.13 68.07146:25546.28 69.08057:133460.46 69.43821:568.37 69.56414:1392.29 69.68529:302.25 69.81926:963.44 70.08829:79390.58 70.45614:616.70 70.59136:1684.81 70.67666:1190.48 70.80984:318.52 71.09616:502744.00 71.82472:895.68 72.09479:35484.21 72.30509:1400.96 72.46065:669.34 72.58002:358.99 81.06924:11837.64 82.08870:23896.26 82.25049:1097.19 82.35299:314.44 83.09425:108766.44 83.57528:283.80 84.10008:46512.09 85.11028:314266.18 85.51656:1210.90 85.62764:672.07 86.11358:22768.23 86.37985:836.88 86.55501:587.82 86.83032:292.02 87.23793:326.35 95.09662:6822.44 96.09500:15018.96 97.10831:84937.94 97.36910:313.68 98.11491:29954.47 99.12436:101997.45 99.42896:602.55 99.61505:511.50 100.12717:9177.24 100.34819:258.24 109.11425:2030.14 110.11950:7093.13 111.12475:38705.67 112.12383:19915.98 113.13899:66102.22 114.13781:7137.73 124.13920:4898.92 125.13980:20293.46 126.14318:15638.24 126.60580:322.90 127.15588:45317.87 128.13618:6827.87 138.18324:2286.31 139.16007:8792.25 140.16597:14252.43 141.17211:35369.39 142.17051:4748.64 147.13171:6923.34 147.24443:2756.85 152.17501:1131.39 153.17960:5640.64 154.17602:9387.55 155.18528:26644.55 156.18817:1061.95 156.26622:600.40 167.17761:2450.11 168.18238:9024.44 169.20333:19565.94 170.21172:3114.17 181.21608:1668.45 182.20406:6425.51 183.21477:15330.73 184.25843:1586.31 196.22787:5420.91 197.21819:14392.26 198.22416:2074.26 210.23743:3283.58 211.24305:11586.80 220.97306:1984.15 221.19333:4630.29 222.15084:560.88 222.26419:851.31 223.19694:1033.63 224.24536:4269.68 225.25286:8786.58 226.24119:1498.61 238.26255:2660.11 239.26514:7299.46 266.26507:740.82 267.25923:3137.62 280.40903:357.54 294.28621:963.76 295.29358:5115.23 296.23426:1239.40 308.34066:534.63 309.33584:3037.22 319.90708:296.54 322.28528:239.62 323.34292:3028.88 337.34981:2381.07 351.39971:2144.54 355.29015:1812.14 365.34300:292.36 365.52209:217.67 379.44955:1632.96 393.43283:1088.30 421.42138:1049.71 434.73138:87.48 435.57824:218.46 507.68528:187.38 537.45140:146.11 582.78788:210.13 586.29676:95.88 607.73790:96.11 613.98996:96.83 620.35179:86.07 622.28958:436.60 630.74011:112.17 633.88130:92.09 644.77829:85.40 646.76232:79.67
Decane	980527	652		906.581	132813	0.533	0.21	22	33	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	56.07356:12851.69 57.08372:67766.58 69.06156:3648.99 70.08945:8739.24 71.09390:43911.83 84.08961:1481.76 85.10855:26601.82 97.16413:1997.37 99.12692:10434.71 113.13815:6355.21 140.15740:739.95 141.15706:815.12 155.23039:1253.23 364.80601:208.00 438.35429:245.94 497.70625:301.28 512.72462:205.92 549.39035:85.21 584.93643:162.86 634.29025:372.06 642.37152:374.76 642.55979:119.12
Decane	16599364	682		987.464	316563	2.578	0.94	196	189	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	54.07000:4235.33 55.07039:63759.55 56.07631:34997.49 57.08458:269671.34 57.42479:582.07 58.08924:9906.52 67.11456:2564.15 68.09070:5653.23 69.08129:45928.45 69.37307:151.45 69.78952:149.73 70.08899:28662.19 70.27124:777.96 70.46891:150.63 70.75733:147.59 71.09603:165686.06 71.45535:448.75 71.57335:148.68 71.63949:387.80 72.11401:6688.07 81.09563:2830.12 82.08417:8186.01 83.09350:38050.41 84.10164:15247.98 85.10989:107332.24 86.11215:7074.92 96.09408:4316.38 96.23290:238.28 97.11061:29653.37 98.11336:9794.28 99.12411:34183.56 100.08624:1207.01 100.22317:171.40 110.11471:2791.46 111.12614:14075.95 112.13483:5458.05 113.13995:22162.33 114.14936:2300.43 115.61568:141.02 124.14146:1215.96 125.13998:7310.43 126.14577:5603.27 127.15498:15566.45 128.17194:839.60 139.14998:3827.00 140.16297:4039.51 141.17000:11725.12 142.17784:967.44 142.32675:369.33 153.15110:2084.62 154.18492:2161.54 155.18776:8492.19 167.10222:363.41 167.20160:995.85 168.21205:2197.25 169.20379:7058.29 170.20332:692.03 181.23196:271.42 182.20413:2133.36 183.21776:5316.87 184.22847:200.27 196.22428:1356.26 197.23608:4099.97 211.24377:3603.79 224.22585:1009.11 225.25593:2140.93 238.27908:463.55 239.22056:453.20 239.33811:892.56 365.37260:570.56 434.27572:83.34
Peak 91	868443	513		989.55	61102	1.233	0.31	56	19	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	57.08480:93203.46 69.12201:4218.90 70.06584:5345.44 70.13725:2182.67 71.09617:57982.26 83.09210:14717.04 84.14685:911.66 85.10908:30148.53 86.13377:584.14 97.10734:8707.26 98.12443:2584.80 99.12325:10148.04 100.75507:209.28 111.11767:4203.87 113.21174:838.73 397.44221:402.32 423.09032:101.65 425.47030:103.23 472.73890:265.79 527.56880:346.67 527.86553:88.64 531.53112:90.52 560.28761:428.82 574.89547:134.26 574.97266:133.83 578.60913:127.19 590.46311:88.98 594.41578:99.87 608.69268:212.07 609.93107:179.05 624.12410:167.04 630.85212:323.44 635.73496:199.21 636.47865:144.74 641.33499:258.14 643.98553:92.72 644.97419:274.32 645.60431:203.57
Peak 92	154887	52		1096.05	9881	1.578	4.57	17	15	71.10	XIC(71.10±500ppm)			Unknown	Day 4 L-4 v-2:3	71.09830:13956.97 369.77325:184.29 440.74228:122.50 485.28074:99.32 512.44931:273.70 518.79264:105.99 524.35565:91.13 528.11636:165.33 547.53339:211.67 560.82943:225.25 565.76060:100.29 581.31662:103.84 583.20054:79.08 585.46526:154.26 587.12885:96.94 601.05838:117.18 620.33477:285.20 643.78779:378.90 644.77829:92.04
Decane	1756889	606		1097.77	94465	1.016	2.69	75	36	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	57.08487:140524.44 58.08783:4420.06 69.08017:21926.35 70.08595:14219.01 71.09586:86675.67 83.09199:20203.91 84.10361:6199.75 85.10826:54247.16 86.11805:2716.04 97.10580:16869.51 98.11486:5562.42 99.12347:15692.45 113.07893:1455.92 127.15597:6461.53 141.18120:4816.10 169.28867:427.83 440.28348:111.78 569.55529:93.09 572.49791:196.20 592.58983:83.49 598.65083:248.62 619.61449:149.24 649.04564:380.63
Tetracontane (C40)	6896416	62		1098.61	317872	1.012	2.08	3	62	57.08	XIC(57.07±0.5)			Target	Day 4 L-4 v-2:3	57.07936:15077.19 59.04475:1839.84 73.05509:14250.91 74.04336:4198.81 87.01030:3423.52 88.00124:2165.08 564.10264:466.28 565.02749:654.54
Tetracontane	15822737	605		1099.74	212352	3.596	1.08	121	154	57.08	XIC(57.08±500ppm)		p	Unknown	Day 4 L-4 v-2:3	55.08264:19947.49 56.07671:22163.11 57.08410:134467.99 58.08833:5152.64 68.08950:2417.31 69.08216:22510.61 70.08669:13394.52 71.09599:83322.77 71.40203:176.38 72.11294:3082.70 82.10893:2866.98 83.09249:21255.50 84.10081:8384.63 85.10913:54928.31 86.11803:2794.58 96.12339:1764.13 97.10827:16384.15 98.11401:5221.12 99.12475:17097.46 111.12482:6921.56 112.13333:2406.59 113.13931:11800.44 114.13609:1112.31 124.14154:626.50 125.14061:3957.88 126.13786:2762.81 127.15674:7627.94 140.16332:1967.18 141.17410:4811.61 153.21522:404.92 154.17532:1779.44 155.18600:3903.23 169.20013:3234.10 183.21829:2791.01 196.21852:420.75 197.26717:1025.52 197.38044:182.68 211.16759:269.73 224.29675:132.47 225.26596:1502.44 239.28882:1049.49
Tetracontane (C40)	8571757	69		1100.5	344753	0.583	0.67	0	83	72.07	XIC(57.07±0.5)		t	Target	Day 4 L-4 v-2:3	57.07957:11839.01 72.06503:17565.95 73.05512:13062.88 87.01074:3751.59 562.49964:312.67 564.07441:309.82 564.73349:172.66
Tetracontane (C40)	1543960	78		1101.67	129552	0.370	0.33	0	19	57.08	XIC(57.07±0.5)			Target	Day 4 L-4 v-2:3	57.07840:10132.88 59.04435:2366.42 73.05497:7570.14 87.99769:2583.47 562.43251:160.05 564.12354:439.75
Tetracontane (C40)	44353	82		1102.56	11752	0.591	6.49	1	1	57.08	XIC(57.07±0.5)			Target	Day 4 L-4 v-2:3	57.07735:12918.93 59.04346:3089.92 72.06354:6524.01 73.05516:7738.17 74.04423:4650.96 87.01258:2884.40 87.99826:1574.80 562.50277:85.78 566.10321:262.98
Tetracontane (C40)	515905	154		1103.56	50418	1.131	0.40	2	10	73.05	XIC(57.07±0.5)			Target	Day 4 L-4 v-2:3	57.07675:11371.25 58.05919:4223.36 60.03171:6314.15 72.06328:1357.35 73.05495:13066.12 87.01126:2676.90 564.16334:158.20
